x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0.05972588062286377,0.4051470160484314,0.06404566764831543,0.326981782913208,0.05380064249038696,0.21196061372756958,0.03949177265167236,0.12264162302017212,0.025424480438232422,0.0739629864692688,0.03592050075531006,0.1685541868209839,0.02299565076828003,0.034207940101623535,0.020913779735565186,0.009309768676757812,0.01948833465576172,0.009025484323501587,0.02407240867614746,0.17527174949645996,0.01084601879119873,0.03907456994056702,0.008214592933654785,0.0059420764446258545,0.006437182426452637,0.0,0.013918578624725342,0.19194430112838745,0.00355452299118042,0.06176257133483887,0.00437474250793457,0.026920676231384277,0.0031834840774536133,0.016304492950439453,0.00469207763671875,0.21547061204910278,0.0,0.10802227258682251,0.0016049742698669434,0.06854289770126343,0.0018938779830932617,0.04662740230560303,01_palm
0.05972588062286377,0.4051470160484314,0.06404566764831543,0.326981782913208,0.05380064249038696,0.21196061372756958,0.03949177265167236,0.12264162302017212,0.025424480438232422,0.0739629864692688,0.03592050075531006,0.1685541868209839,0.02299565076828003,0.034207940101623535,0.020913779735565186,0.009309768676757812,0.01948833465576172,0.009025484323501587,0.02407240867614746,0.17527174949645996,0.01084601879119873,0.03907456994056702,0.008214592933654785,0.0059420764446258545,0.006437182426452637,0.0,0.013918578624725342,0.19194430112838745,0.00355452299118042,0.06176257133483887,0.00437474250793457,0.026920676231384277,0.0031834840774536133,0.016304492950439453,0.00469207763671875,0.21547061204910278,0.0,0.10802227258682251,0.0016049742698669434,0.06854289770126343,0.0018938779830932617,0.04662740230560303,01_palm
0.08095061779022217,0.5154532492160797,0.1283290982246399,0.42657139897346497,0.14900875091552734,0.3081599175930023,0.13934582471847534,0.19864454865455627,0.11702245473861694,0.13755372166633606,0.09091562032699585,0.19815781712532043,0.08689802885055542,0.059676945209503174,0.0834345817565918,0.019997477531433105,0.07759392261505127,0.005197405815124512,0.054669857025146484,0.1974022090435028,0.05518901348114014,0.04861131310462952,0.05841517448425293,0.012002795934677124,0.057614803314208984,0.0,0.024712860584259033,0.21751251816749573,0.029594004154205322,0.07581654191017151,0.035063475370407104,0.037728577852249146,0.0344730019569397,0.024295002222061157,0.0,0.25072118639945984,0.006061047315597534,0.12946704030036926,0.01353028416633606,0.09181466698646545,0.017803281545639038,0.07813087105751038,01_palm
0.08095061779022217,0.5154532492160797,0.1283290982246399,0.42657139897346497,0.14900875091552734,0.3081599175930023,0.13934582471847534,0.19864454865455627,0.11702245473861694,0.13755372166633606,0.09091562032699585,0.19815781712532043,0.08689802885055542,0.059676945209503174,0.0834345817565918,0.019997477531433105,0.07759392261505127,0.005197405815124512,0.054669857025146484,0.1974022090435028,0.05518901348114014,0.04861131310462952,0.05841517448425293,0.012002795934677124,0.057614803314208984,0.0,0.024712860584259033,0.21751251816749573,0.029594004154205322,0.07581654191017151,0.035063475370407104,0.037728577852249146,0.0344730019569397,0.024295002222061157,0.0,0.25072118639945984,0.006061047315597534,0.12946704030036926,0.01353028416633606,0.09181466698646545,0.017803281545639038,0.07813087105751038,01_palm
0.08294892311096191,0.4575994610786438,0.12597286701202393,0.3837891221046448,0.14383947849273682,0.2741052508354187,0.13640058040618896,0.1776241660118103,0.11349469423294067,0.1260780692100525,0.09857684373855591,0.19993090629577637,0.0871538519859314,0.06440562009811401,0.08003789186477661,0.025550663471221924,0.06991487741470337,0.007485628128051758,0.06038707494735718,0.1968475580215454,0.05257117748260498,0.04284018278121948,0.05276745557785034,0.005760908126831055,0.04885834455490112,0.0,0.02812427282333374,0.21161025762557983,0.023542940616607666,0.054066598415374756,0.02907806634902954,0.022638648748397827,0.027344584465026855,0.024518340826034546,0.0007870197296142578,0.24005770683288574,0.0,0.10530203580856323,0.005065202713012695,0.07461816072463989,0.005896568298339844,0.07454165816307068,01_palm
0.08294892311096191,0.4575994610786438,0.12597286701202393,0.3837891221046448,0.14383947849273682,0.2741052508354187,0.13640058040618896,0.1776241660118103,0.11349469423294067,0.1260780692100525,0.09857684373855591,0.19993090629577637,0.0871538519859314,0.06440562009811401,0.08003789186477661,0.025550663471221924,0.06991487741470337,0.007485628128051758,0.06038707494735718,0.1968475580215454,0.05257117748260498,0.04284018278121948,0.05276745557785034,0.005760908126831055,0.04885834455490112,0.0,0.02812427282333374,0.21161025762557983,0.023542940616607666,0.054066598415374756,0.02907806634902954,0.022638648748397827,0.027344584465026855,0.024518340826034546,0.0007870197296142578,0.24005770683288574,0.0,0.10530203580856323,0.005065202713012695,0.07461816072463989,0.005896568298339844,0.07454165816307068,01_palm
0.08804479241371155,0.5532356202602386,0.13856783509254456,0.4487350285053253,0.16138139367103577,0.3185582458972931,0.1496758759021759,0.19525620341300964,0.12264075875282288,0.14435318112373352,0.0984584391117096,0.21455636620521545,0.09332349896430969,0.056444793939590454,0.09191057085990906,0.017361372709274292,0.08827105164527893,0.00958964228630066,0.05856087803840637,0.21330878138542175,0.06044661998748779,0.047541409730911255,0.06494191288948059,0.007983028888702393,0.06491896510124207,0.0,0.026159614324569702,0.23350241780281067,0.03256350755691528,0.07702898979187012,0.03972539305686951,0.0379202663898468,0.04047346115112305,0.028235137462615967,0.0,0.26911941170692444,0.006512701511383057,0.13578960299491882,0.014847338199615479,0.09518525004386902,0.01996535062789917,0.0820748507976532,01_palm
0.09429687261581421,0.5481158792972565,0.1424751877784729,0.46306470036506653,0.16733354330062866,0.3355672061443329,0.15883737802505493,0.21670255064964294,0.13186997175216675,0.14977797865867615,0.09932190179824829,0.22642084956169128,0.08973580598831177,0.04989531636238098,0.08668559789657593,0.015122413635253906,0.08028620481491089,0.017262369394302368,0.057322919368743896,0.22529056668281555,0.05456751585006714,0.029041439294815063,0.05937981605529785,0.0,0.05858945846557617,0.017458587884902954,0.02470111846923828,0.23957648873329163,0.02725452184677124,0.04864272475242615,0.03554797172546387,0.030779927968978882,0.034744441509246826,0.05207681655883789,0.0,0.2687694728374481,0.003109753131866455,0.10596653819084167,0.010076463222503662,0.08386990427970886,0.010959446430206299,0.10075536370277405,01_palm
0.08664244413375854,0.6105065941810608,0.14409661293029785,0.501405656337738,0.17268520593643188,0.3553069233894348,0.16246932744979858,0.21551388502120972,0.1332230567932129,0.1632334589958191,0.1090804934501648,0.24983680248260498,0.10670995712280273,0.061834514141082764,0.10632485151290894,0.0168268084526062,0.10341721773147583,0.009844213724136353,0.06464293599128723,0.24560731649398804,0.07024618983268738,0.04664045572280884,0.07770407199859619,0.0026567578315734863,0.07940086722373962,0.0,0.028390169143676758,0.2633521556854248,0.03996756672859192,0.07951933145523071,0.05061611533164978,0.03932422399520874,0.05344906449317932,0.03701144456863403,0.0,0.2979313135147095,0.010219395160675049,0.14292019605636597,0.021274089813232422,0.10394522547721863,0.027991831302642822,0.09927111864089966,01_palm
0.08664244413375854,0.6105065941810608,0.14409661293029785,0.501405656337738,0.17268520593643188,0.3553069233894348,0.16246932744979858,0.21551388502120972,0.1332230567932129,0.1632334589958191,0.1090804934501648,0.24983680248260498,0.10670995712280273,0.061834514141082764,0.10632485151290894,0.0168268084526062,0.10341721773147583,0.009844213724136353,0.06464293599128723,0.24560731649398804,0.07024618983268738,0.04664045572280884,0.07770407199859619,0.0026567578315734863,0.07940086722373962,0.0,0.028390169143676758,0.2633521556854248,0.03996756672859192,0.07951933145523071,0.05061611533164978,0.03932422399520874,0.05344906449317932,0.03701144456863403,0.0,0.2979313135147095,0.010219395160675049,0.14292019605636597,0.021274089813232422,0.10394522547721863,0.027991831302642822,0.09927111864089966,01_palm
0.11607062816619873,0.5517886579036713,0.1623501181602478,0.4756072461605072,0.18525516986846924,0.3457835614681244,0.1794227957725525,0.21163299679756165,0.15902751684188843,0.13497790694236755,0.10789299011230469,0.24450764060020447,0.1059415340423584,0.030891984701156616,0.10626870393753052,0.009118616580963135,0.10122323036193848,0.03673085570335388,0.060011982917785645,0.24879047274589539,0.06572002172470093,0.017383545637130737,0.07278162240982056,0.0,0.07093411684036255,0.03356531262397766,0.024895429611206055,0.26242491602897644,0.03149843215942383,0.03640484809875488,0.04296368360519409,0.022897809743881226,0.04446965456008911,0.057617783546447754,0.0,0.2938539683818817,0.0032358169555664062,0.11117437481880188,0.014448046684265137,0.09742695093154907,0.01814824342727661,0.1327245533466339,01_palm
0.11607062816619873,0.5517886579036713,0.1623501181602478,0.4756072461605072,0.18525516986846924,0.3457835614681244,0.1794227957725525,0.21163299679756165,0.15902751684188843,0.13497790694236755,0.10789299011230469,0.24450764060020447,0.1059415340423584,0.030891984701156616,0.10626870393753052,0.009118616580963135,0.10122323036193848,0.03673085570335388,0.060011982917785645,0.24879047274589539,0.06572002172470093,0.017383545637130737,0.07278162240982056,0.0,0.07093411684036255,0.03356531262397766,0.024895429611206055,0.26242491602897644,0.03149843215942383,0.03640484809875488,0.04296368360519409,0.022897809743881226,0.04446965456008911,0.057617783546447754,0.0,0.2938539683818817,0.0032358169555664062,0.11117437481880188,0.014448046684265137,0.09742695093154907,0.01814824342727661,0.1327245533466339,01_palm
0.08071267604827881,0.6473580300807953,0.1430896818637848,0.545537918806076,0.1778680384159088,0.40092888474464417,0.17892667651176453,0.2508881986141205,0.15230688452720642,0.18216869235038757,0.1244179904460907,0.27983513474464417,0.11795499920845032,0.06877753138542175,0.11329302191734314,0.020134776830673218,0.11127790808677673,0.029214471578598022,0.07715573906898499,0.2716449201107025,0.077604740858078,0.05418902635574341,0.08086276054382324,0.0019311010837554932,0.08387485146522522,0.0,0.03628954291343689,0.2821069061756134,0.043515175580978394,0.08768829703330994,0.053405553102493286,0.037814706563949585,0.061071544885635376,0.03415629267692566,0.0,0.3125970661640167,0.005861371755599976,0.1573263704776764,0.018744826316833496,0.1116953194141388,0.03164932131767273,0.10843437910079956,01_palm
0.10824403166770935,0.6097030639648438,0.17040106654167175,0.5176469087600708,0.19946113228797913,0.3824326992034912,0.1890387237071991,0.23465687036514282,0.15988990664482117,0.15458077192306519,0.12312290072441101,0.28007441759109497,0.1146792471408844,0.02958667278289795,0.11554083228111267,0.0,0.1111428439617157,0.02887272834777832,0.07064053416252136,0.2725948095321655,0.07147148251533508,0.004766523838043213,0.08298859000205994,0.001975834369659424,0.08446207642555237,0.0637083649635315,0.0301225483417511,0.2800408601760864,0.036716192960739136,0.02121874690055847,0.052627891302108765,0.03021863102912903,0.055781394243240356,0.09427577257156372,0.0,0.30839771032333374,0.004853636026382446,0.1014997661113739,0.01985064148902893,0.10673031210899353,0.027107030153274536,0.16501522064208984,01_palm
